J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-02-09,2024-04-28,Sunday,8490,8510,8250,8420,8370,1282049,10726741690,242,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8490,8510,8250,8420,8370
1403-02-10,2024-04-29,Monday,8640,8640,8180,8230,8290,1093031,9066030820,272,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8640,8640,8180,8230,8290
1403-02-11,2024-04-30,Tuesday,8380,8380,7980,8150,8120,887088,7202702040,205,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8380,8380,7980,8150,8120
1403-02-12,2024-05-01,Wednesday,8390,8390,8080,8190,8170,489639,3998177450,104,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8390,8390,8080,8190,8170
1403-02-16,2024-05-05,Sunday,8150,8360,8070,8170,8170,708552,5787359340,207,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8150,8360,8070,8170,8170
1403-02-17,2024-05-06,Monday,8240,8240,8020,8090,8060,579548,4669797830,172,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8240,8240,8020,8090,8060
1403-02-18,2024-05-07,Tuesday,8090,8150,7950,8040,8070,1137068,9179762180,175,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8090,8150,7950,8040,8070
1403-02-19,2024-05-08,Wednesday,8160,8170,7960,8020,8060,1999671,16123921560,216,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8160,8170,7960,8020,8060
1403-02-22,2024-05-11,Saturday,8060,8170,7930,8020,8020,995054,7981703410,196,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8060,8170,7930,8020,8020
1403-02-23,2024-05-12,Sunday,8000,8140,7850,7880,7930,861689,6837193050,190,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8000,8140,7850,7880,7930
1403-02-24,2024-05-13,Monday,8100,8100,7540,7560,7720,1480468,11428949030,333,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8100,8100,7540,7560,7720
1403-02-25,2024-05-14,Tuesday,7750,8000,7400,7740,7660,1761626,13486347690,294,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7750,8000,7400,7740,7660
1403-02-26,2024-05-15,Wednesday,7970,7970,7490,7830,7660,1242853,9520902680,259,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7970,7970,7490,7830,7660
1403-02-29,2024-05-18,Saturday,7890,7890,7510,7570,7660,1649960,12636268320,218,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7890,7890,7510,7570,7660
1403-02-30,2024-05-19,Sunday,7510,7990,7410,7500,7750,1719373,13324179100,283,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7510,7990,7410,7500,7750
1403-03-01,2024-05-21,Tuesday,7600,7900,7600,7780,7710,1237172,9540888210,201,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7600,7900,7600,7780,7710
1403-03-05,2024-05-25,Saturday,7850,7850,7560,7560,7570,1218809,9228156570,184,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7850,7850,7560,7560,7570
1403-03-06,2024-05-26,Sunday,7420,7670,7420,7420,7420,667752,4955157650,97,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7420,7670,7420,7420,7420
1403-03-07,2024-05-27,Monday,7280,7280,7280,7280,7280,248009,1805505520,45,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7280,7280,7280,7280,7280
1403-03-08,2024-05-28,Tuesday,7150,7410,7140,7270,7230,1450356,10479589060,204,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7150,7410,7140,7270,7230
1403-03-09,2024-05-29,Wednesday,7370,7370,7230,7370,7350,748182,5497467810,77,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7370,7370,7230,7370,7350
1403-03-12,2024-06-01,Saturday,7310,7390,7210,7210,7210,1394038,10057471190,157,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7310,7390,7210,7210,7210
1403-03-13,2024-06-02,Sunday,7180,7180,7070,7070,7080,1078387,7631104620,141,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7180,7180,7070,7070,7080
1403-03-16,2024-06-05,Wednesday,7180,7180,6940,6940,6960,1587440,11048251780,187,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7180,7180,6940,6940,6960
1403-03-19,2024-06-08,Saturday,7070,7070,6830,6830,6830,743167,5077272620,90,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7070,7070,6830,6830,6830
1403-03-20,2024-06-09,Sunday,6700,6880,6700,6800,6720,2414151,16221967530,340,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6700,6880,6700,6800,6720
1403-03-21,2024-06-10,Monday,6840,6850,6770,6850,6850,912230,6245054340,126,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6840,6850,6770,6850,6850
1403-03-22,2024-06-11,Tuesday,6980,6980,6720,6870,6840,354374,2423565320,97,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6980,6980,6720,6870,6840
1403-03-23,2024-06-12,Wednesday,6720,6730,6710,6710,6710,668688,4488008350,70,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6720,6730,6710,6710,6710
1403-03-26,2024-06-15,Saturday,6700,6700,6580,6580,6590,80742,531726870,34,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6700,6700,6580,6580,6590
1403-03-27,2024-06-16,Sunday,6460,6460,6460,6460,6460,192754,1245190840,37,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6460,6460,6460,6460,6460
1403-03-29,2024-06-18,Tuesday,6340,6340,6340,6340,6340,526207,3336152380,87,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6340,6340,6340,6340,6340
1403-03-30,2024-06-19,Wednesday,6220,6340,6220,6290,6240,2522640,15745612110,615,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6220,6340,6220,6290,6240
1403-04-02,2024-06-22,Saturday,6170,6360,6160,6240,6320,1517275,9595514640,191,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6170,6360,6160,6240,6320
1403-04-03,2024-06-23,Sunday,6200,6370,6200,6290,6240,640417,3998031200,163,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6200,6370,6200,6290,6240
1403-04-04,2024-06-24,Monday,6250,6360,6250,6360,6360,1366121,8686101160,173,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6250,6360,6250,6360,6360
