J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-10-15,2025-01-04,Saturday,17890,17890,17890,17890,17890,615647,11013924830,22,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,17527,17527,17527,17527,17527
1403-10-16,2025-01-05,Sunday,18420,18420,17360,17360,17980,24649418,443125997140,1660,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,18046,18046,17007,17007,17615
1403-10-17,2025-01-06,Monday,17500,18510,17500,18360,18410,17678973,325396851440,1176,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,17144,18134,17144,17987,18036
1403-10-18,2025-01-07,Tuesday,18900,18900,18000,18720,18640,9086934,169420788930,715,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,18516,18516,17634,18340,18261
1403-10-23,2025-01-12,Sunday,18090,18110,18090,18090,18310,818357,14804399000,75,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,17722,17742,17722,17722,17938
1403-10-24,2025-01-13,Monday,17770,17770,17770,17770,17800,1304283,23177108910,95,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,17409,17409,17409,17409,17438
1403-10-26,2025-01-15,Wednesday,17270,17270,17270,17270,17390,1059480,18297219600,35,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16919,16919,16919,16919,17037
1403-10-29,2025-01-18,Saturday,16870,16870,16870,16870,17170,577129,9736166230,25,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16527,16527,16527,16527,16821
1403-10-30,2025-01-19,Sunday,16660,16660,16660,16660,16660,1917991,31953730060,83,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,16321,16321,16321,16321,16321
1403-11-01,2025-01-20,Monday,16210,17000,16170,16170,16360,2705901,44262885780,205,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15881,16655,15841,15841,16028
1403-11-02,2025-01-21,Tuesday,15880,16760,15870,15880,15970,3809020,60816371920,246,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,15557,16419,15548,15557,15645
